id,slug,name,metacritic,released,tba,updated,website,rating,rating_top,playtime,achievements_count,ratings_count,suggestions_count,game_series_count,reviews_count,platforms,developers,genres,publishers,esrb_rating,added_status_yet,added_status_owned,added_status_beaten,added_status_toplay,added_status_dropped,added_status_playing
100318,wtf-trolls,WTF Trolls,,7/5/2015,FALSE,1/9/2019 12:41,,0,0,0,0,0,142,0,0,PC||macOS||Linux,Itchy Games,Action||Shooter,,,0,0,0,0,0,0
100319,not-dead-yet,Not Dead Yet,,12/4/2017,FALSE,1/9/2019 12:41,,0,0,0,0,0,156,0,0,PC,Shonky Solos,Shooter,,,0,0,0,0,0,0
10032,the-cooking-game,The Cooking Game,,10/21/2016,FALSE,10/22/2019 14:18,http://thecookinggame.org,0,0,4,49,0,270,0,0,macOS||iOS||PC,Play Spirit,Simulation||Casual||Family||Indie,Play Spirit,Everyone 10+,3,40,0,0,1,0
100322,klure-demo,Klure! (Demo),,8/18/2018,FALSE,1/9/2019 12:41,,0,0,0,0,0,153,0,0,PC,j.noodlerat,Action,,,0,0,0,0,0,0
100323,phren-demo,PHREN (demo),,6/22/2016,FALSE,1/9/2019 12:41,,0,0,0,0,0,128,0,0,PC,Cosmic Wolf,Adventure||Puzzle,,,0,0,0,0,0,0
100325,light-after-the-war,"Light, After The War",,7/7/2018,FALSE,1/9/2019 12:41,,0,0,0,0,0,148,0,0,Web,Flyber,Puzzle||Platformer,,,0,0,0,0,0,0
100326,modern-knights,Modern Knights,,8/7/2015,FALSE,1/9/2019 12:41,,0,0,0,0,0,118,0,0,PC||macOS||Linux,initialPrefabs,Shooter,,,0,0,0,0,0,0
100327,battleman-towerkill-championship-edition,Battleman Towerkill - Championship Edition,,5/4/2018,FALSE,1/9/2019 12:41,,0,0,0,0,0,38,0,0,PC||Linux||Web,danmakesgame,Action,,,0,0,0,0,0,0
100328,medic-panic,Medic Panic!,,3/24/2016,FALSE,1/9/2019 12:41,,0,0,0,0,0,53,0,0,PC||Web,Gato D,Action,,,0,0,0,0,0,0
100329,bitochondria,Bitochondria,,5/30/2017,FALSE,1/9/2019 12:41,,0,0,0,0,0,43,0,0,Web,DiVeR,Adventure,,,0,0,0,0,0,0
100330,you-shall-not-jump-demo,You Shall Not Jump - Demo,,5/5/2017,FALSE,1/9/2019 12:41,,0,0,0,0,0,176,0,0,PC,time-robbers,Action||RPG,,,0,0,0,0,0,0
100331,silver-island-demo,Silver Island Demo,,8/25/2016,FALSE,1/9/2019 12:41,,0,0,0,0,0,243,0,0,PC,J,Platformer,,,0,0,0,0,0,0
100332,cube-subject,Cube Subject,,9/4/2016,FALSE,1/9/2019 12:41,,0,0,0,0,0,26,0,0,PC,HavanHUN,Platformer,,,0,0,0,0,0,0
100335,fingerboy,FingerBoy,,6/9/2015,FALSE,1/9/2019 12:41,,0,0,0,0,0,265,0,0,Web,Dead Monkey Games,Puzzle,,,0,0,0,0,0,0
100336,battle-on-the-bridge,Battle on the Bridge,,6/29/2017,FALSE,1/9/2019 12:41,,0,0,0,0,0,108,0,0,PC,battleonthebridge,Action,,,0,0,0,0,0,0
100337,spaceship-havoc,Spaceship Havoc,,7/26/2015,FALSE,8/28/2019 23:25,,0,0,0,0,0,70,0,0,PC,grifdail,Shooter,,,0,0,0,0,0,0
100338,closet-warriors,Closet Warriors,,12/6/2017,FALSE,8/28/2019 23:25,,0,0,0,0,0,48,0,0,PC,ClosetWarriorsDT,Action||Fighting,,,0,0,0,0,0,0
100339,nano-fight,Nano Fight,,4/17/2016,FALSE,8/28/2019 23:25,,0,0,0,0,0,69,0,0,PC,Luke100000,Strategy,,,0,0,0,0,0,0
10034,therian-saga,Therian Saga,,3/27/2017,FALSE,9/17/2019 13:42,http://www.theriansaga.com,3.33,4,1,0,6,454,0,6,PC,Virtys,RPG||Strategy||Massively Multiplayer,Virtys,,4,77,1,0,3,1
100340,grid-masters-itch,Grid Masters (itch),,6/22/2015,FALSE,8/28/2019 23:25,,0,0,0,0,0,179,0,0,PC,Angry Hangar Games||j3gb3rt,Action||Strategy||Fighting,,,0,0,0,0,0,0
100341,a-walk,A Walk,,4/9/2018,FALSE,1/9/2019 12:41,,0,0,0,0,0,5,0,0,Web,justinrunge,,,,0,0,0,0,0,0
100342,some-wizards-are-from-ohio,Some Wizards Are From Ohio,,7/30/2017,FALSE,1/9/2019 12:41,,0,0,0,0,0,49,0,0,PC,Icecreamslice,Action,,,0,0,0,0,0,0
100343,bridge-strike,Bridge Strike (itch),,3/12/2017,FALSE,1/9/2019 12:41,,0,0,0,0,0,91,0,0,PC,Underground Arcade,Shooter,,,0,0,0,0,0,0
100344,zappy-boys-adventure,Zappy Boy's Adventure,,1/30/2018,FALSE,1/9/2019 12:41,,0,0,0,0,0,156,0,0,PC,enralis,Platformer,,,0,0,0,0,0,0
100345,mine18,Mine18,,6/17/2018,FALSE,1/9/2019 12:41,,0,0,0,0,0,129,0,0,PC,RoundTableStudio,Educational,,,0,0,0,0,0,0
100346,flat-kingdom,Flat Kingdom,,7/5/2018,FALSE,1/9/2019 12:41,,0,0,0,0,0,334,0,0,PC||macOS,Games Starter,Action||Platformer,,,2,0,0,0,0,0
100347,zeniths-call,Zenith's Call,,7/10/2018,FALSE,8/28/2019 23:25,,0,0,0,0,0,177,0,0,PC,zenithscall,RPG,,,0,0,0,0,0,0
100348,operations-calibration-droid,Operations Calibration Droid,,10/18/2014,FALSE,1/9/2019 12:41,,0,0,0,0,0,195,0,0,PC||macOS||Linux,Kent Sheely,Action,,,0,0,0,0,0,0
100349,gummy-dad-colorland,Gummy Dad Colorland,,7/9/2015,FALSE,1/9/2019 12:41,,0,0,0,0,0,39,0,0,PC||macOS,Cédric Ricci,Platformer,,,0,1,0,0,0,0
10035,hitman,HITMAN,83,11/16/2017,FALSE,11/29/2019 18:09,http://www.Hitman.com/,3.92,4,7,188,1371,586,8,1375,Linux||macOS||PC||Xbox One||PlayStation 4,Feral Interactive||Square Enix||IO Interactive,Action||Shooter,Square Enix||Feral Interactive||Warner Bros. Interactive,Adults Only,533,5134,656,251,440,112
100350,maze-man,Maze Man,,4/15/2016,FALSE,1/9/2019 12:41,,0,0,0,0,0,70,0,0,PC,nineliiife,Puzzle,,,0,0,0,0,0,0
100351,white-eyes,White Eyes,,5/6/2017,FALSE,1/9/2019 12:41,,0,0,0,0,0,80,0,0,PC||macOS,xeag,Adventure,,,0,0,0,0,0,0
100352,crystal-capture-cave,Crystal Capture Cave,,6/5/2016,FALSE,1/9/2019 12:41,,0,0,0,0,0,204,0,0,PC||macOS,Elliott Davis,Sports,,,0,0,0,0,0,0
100353,dredger,Dredger,,1/31/2016,FALSE,1/9/2019 12:41,,0,0,0,0,0,99,0,0,PC,BigHandInSky,Action,,,0,0,0,0,0,0
100354,danger-close-itch,Danger Close! (itch),,3/31/2016,FALSE,1/9/2019 12:41,,0,0,0,0,0,252,0,0,PC,servadac,Shooter,,,0,0,0,0,0,0
100355,pinblast,PINBLAST!,,11/7/2016,FALSE,1/9/2019 12:41,,0,0,0,0,0,93,0,0,macOS,Thoth,Action||Shooter||Puzzle,,,0,0,0,0,0,0
100356,10-days-to-waveolution,10 Days to ((WAVE))olution,,1/24/2017,FALSE,1/9/2019 12:41,,0,0,0,0,0,88,0,0,PC,Triiiniteam,Strategy,,,0,0,0,0,0,0
100357,polygon-wars,Polygon Wars,,5/30/2017,FALSE,1/9/2019 12:41,,0,0,0,0,0,121,0,0,PC||macOS||Linux,QuazyWazzy,Shooter,,,0,0,0,0,0,0
100359,knight-guard,Knight Guard,,8/16/2017,FALSE,1/9/2019 12:41,,0,0,0,0,0,55,0,0,Web,AdmiralSkye,Action,,,0,0,0,0,0,0
10036,team-racing-league,Team Racing League,,8/11/2017,FALSE,9/17/2019 11:39,http://gamious.com/press/team-racing-league,0,0,3,12,1,141,0,1,PC,Gamious,Action||Sports||Racing||Indie,Plug In Digital||Gamious,,11,97,0,0,1,0
100360,pmc-builder,PMC Builder,,3/23/2016,FALSE,1/9/2019 12:41,,0,0,0,0,0,97,0,0,PC,Improper Works,,,,0,0,0,0,0,0
100361,legend-of-sihara,Legend of Sihara,,8/25/2018,FALSE,1/9/2019 12:41,,0,0,0,0,0,95,0,0,PC,MackValentine,Platformer,,,0,0,0,0,0,0
100362,miniscule-frenzy,Miniscule Frenzy,,4/24/2017,FALSE,1/9/2019 12:41,,0,0,0,0,0,36,0,0,Web,David Styrbjörn,Platformer,,,0,0,0,0,0,0
100363,starpiercer,Starpiercer,,10/5/2014,FALSE,1/9/2019 12:41,,0,0,0,0,0,66,0,0,,Schrodinger Games,Action||Shooter,,,0,0,0,0,0,0
100365,agnesdoll,AgnesDoll,,1/21/2018,FALSE,1/9/2019 12:41,,0,0,0,0,0,161,0,0,PC,Moritz Ratajczak||NinoBrugger||Annikasc,Adventure,,,0,0,0,0,0,0
100366,create-a-game-series,Create a Game series,,12/18/2015,FALSE,1/9/2019 12:41,,0,0,0,0,0,28,0,0,PC||macOS||Linux,Sebastian Lague,Shooter,,,0,0,0,0,0,0
100367,escapade-ld39,Escapade! - LD39,,8/1/2017,FALSE,1/9/2019 12:41,,0,0,0,0,0,74,0,0,Web,Togimaro||hygon,Platformer,,,0,0,0,0,0,0
100368,rara-project,Rara Project,,2/4/2017,FALSE,1/9/2019 12:41,,0,0,0,0,0,110,0,0,PC||macOS||Linux,afternite,RPG,,,0,0,0,0,0,0
100369,fragments-of-genesis,Fragments of Genesis,,2/12/2017,FALSE,8/28/2019 23:25,,0,0,0,0,0,401,0,0,PC,Tsuyoi Raion,Puzzle,,,0,0,0,0,0,0
10037,europa-universalis-iv,Europa Universalis IV,87,8/13/2013,FALSE,9/17/2019 4:03,http://www.europauniversalis4.com,4.26,5,6,310,240,519,0,241,PC||Linux||macOS,Paradox Development Studio,Strategy,Paradox Interactive,,75,1272,70,23,74,67
100370,hexed-itch,Hexed (itch),,12/6/2017,FALSE,1/9/2019 12:41,,0,0,0,0,0,172,0,0,PC,Rhys Wittingslow,Action||Shooter,,,0,0,0,0,0,0
100371,youre-dad-man,"You're dad, man!",,7/28/2017,FALSE,1/9/2019 12:41,,0,0,0,0,0,98,0,0,macOS,Teddy's Tummy||redu||orlowska||bugala,Shooter,,,0,0,0,0,0,0
100372,inbetween-a-land-of-grass,Inbetween a Land of Grass,,8/25/2014,FALSE,1/9/2019 12:41,,0,0,0,0,0,34,0,0,PC||macOS||Linux,From Smiling,Puzzle,,,0,0,0,0,0,0
100373,humanoids,Humanoids,,1/31/2017,FALSE,1/9/2019 12:41,,0,0,0,0,0,42,0,0,PC,Phyrebot,Shooter||Platformer,,,0,0,0,0,0,0
100374,picos-95,PicOS 95,,8/28/2017,FALSE,1/9/2019 12:41,,0,0,0,0,0,11,0,0,Web,PixelDough,,,,0,0,0,0,0,0
100375,shadows-of-a-new-form,Shadows of A New Form,,8/16/2017,FALSE,1/9/2019 12:41,,0,0,0,0,0,20,0,0,PC||macOS,cwook,Action,,,0,0,0,0,0,0
100376,out-of-control,out of control,,8/12/2018,FALSE,1/9/2019 12:41,,0,0,0,0,0,77,0,0,Web,ahmedSamyAlkhouly,Action,,,0,0,0,0,0,0
100377,nom-de-guerre,NOM DE GUERRE,,5/6/2018,FALSE,1/9/2019 12:41,,0,0,0,0,0,14,0,0,PC,ROMAN LABS,,,,0,1,0,0,0,0
100378,battle-box,Battle Box (itch),,8/9/2015,FALSE,1/9/2019 12:41,,0,0,0,0,0,45,0,0,PC,Pixelmancer,Action,,,0,0,0,0,0,0
100379,the-dream-machine-itch,The Dream Machine (itch),,5/17/2018,FALSE,1/9/2019 12:41,,0,0,0,0,0,300,0,0,PC||macOS,Cockroach,Adventure||Puzzle,,,0,0,0,0,0,0
10038,drunk-or-dead,Drunk or Dead,,1/10/2017,FALSE,8/28/2019 22:14,http://4ilab.io/,0,0,2,21,1,348,0,1,PC,4 I Lab,Action||Simulation||Indie,4 I Lab,,0,18,0,0,0,0
100380,love-past,. . . Love Past . . .,,5/28/2015,FALSE,1/9/2019 12:41,,0,0,0,0,0,86,0,0,Web,trixel,,,,0,0,0,0,0,0
100381,there-are-fountains,There Are Fountains,,10/4/2015,FALSE,1/9/2019 12:41,,0,0,0,0,0,27,0,0,Web,wednesday scones,,,,0,0,0,0,0,0
100382,dots-extreme-demo,Dots eXtreme Demo,,5/29/2016,FALSE,1/9/2019 12:41,,0,0,0,0,0,100,0,0,PC,starwindgames,Puzzle,,,0,0,0,0,0,0
100383,the-stories-of-caelum,The Stories of Caelum,,5/22/2017,FALSE,1/9/2019 12:41,,0,0,0,0,0,108,0,0,PC,caelumjogo,Adventure||Puzzle,,,0,0,0,0,0,0
100384,ancient-defence,Ancient Defence,,5/5/2015,FALSE,1/9/2019 12:41,,0,0,0,0,0,53,0,0,PC||macOS,Matt Rix,Strategy,,,0,0,0,0,0,0
100385,well-its-an-essay-about-jon,Well it's an essay about Jon,,12/31/2017,FALSE,1/9/2019 12:41,,0,0,0,0,0,26,0,0,PC,spacetwinks,,,,0,0,0,0,0,0
100386,zak,Zak,,2/28/2017,FALSE,8/28/2019 23:28,,0,0,0,0,1,50,0,1,PC||macOS||Linux||Web,Scott Slucher||nibor7301,Platformer,,,0,1,0,0,0,0
100387,step-off,Step Off,,7/25/2015,FALSE,1/9/2019 12:41,,0,0,0,0,0,37,0,0,PC,morrish,Action,,,0,0,0,0,0,0
100388,nika,Nika,,10/7/2016,FALSE,1/9/2019 12:41,,0,0,0,0,0,56,0,0,Web,Studio Mercato,Strategy,,,0,0,0,0,0,0
100389,typing,Typing...,,10/23/2015,FALSE,1/9/2019 12:41,,0,0,0,0,0,9,0,0,PC||Web,DancingEngie,,,,0,0,0,0,0,0
10039,tyranny,Tyranny,80,11/10/2016,FALSE,12/10/2020 17:40,http://www.tyrannygame.com/,4.07,4,6,70,298,521,0,302,macOS||Linux||PC,Obsidian Entertainment,RPG,Paradox Interactive,,198,1192,182,90,79,32
100390,aotmfc,AotMFC,,7/28/2018,FALSE,1/9/2019 12:41,,0,0,0,0,0,331,0,0,PC,wildlogicgames,Action||Platformer,,,0,0,0,0,0,0
100391,cursed-crown,Cursed Crown,,1/2/2018,FALSE,1/9/2019 12:41,,0,0,0,0,0,94,0,0,PC,Aegix Drakan,RPG,,,0,0,0,0,0,0
100392,freshpowpow,FRESHPOWPOW,,11/14/2016,FALSE,1/9/2019 12:41,,0,0,0,0,0,20,0,0,PC,FlappyFingers,Sports,,,0,0,0,0,0,0
100393,rogue-princess,Rogue Princess,,4/23/2018,FALSE,8/28/2019 23:25,,0,0,0,0,0,10,0,0,Web,ladybenko,,,,0,0,0,0,0,0
100394,spacebomb,Spacebomb,,6/15/2015,FALSE,1/9/2019 12:41,,0,0,0,0,0,160,0,0,PC||macOS||Linux,Gosh Darn Games,Action,,,0,0,0,0,0,0
100395,error-ware,Error Ware,,12/30/2017,FALSE,1/9/2019 12:41,,0,0,0,0,0,220,0,0,PC,U-GameZ,,,,0,0,0,0,0,0
100396,mindblocked,Mindblocked,,8/13/2018,FALSE,1/9/2019 12:41,,0,0,0,0,0,117,0,0,PC||Web,Diptoman,Puzzle,,,0,0,0,0,0,0
100397,compression-ghosts,COMPRESSION GHOSTS,,4/7/2015,FALSE,1/9/2019 12:41,,0,0,0,0,0,39,0,0,Web,lehall,,,,0,0,0,0,0,0
100398,super-duper-ship-2,Super Duper Ship 2,,9/15/2017,FALSE,1/9/2019 12:41,,0,0,0,0,0,56,0,0,PC,Triple Take,Action,,,0,0,0,0,0,0
100399,guild-of-dungeoneering-ice-cream-headaches,Guild of Dungeoneering Ice Cream Headaches,,11/18/2016,FALSE,1/9/2019 12:41,,0,0,0,0,0,113,0,0,PC||macOS,Versus Evil,,,,0,0,0,0,0,0
1004,mighty-dungeons,Mighty Dungeons,,4/11/2013,FALSE,10/22/2019 14:27,http://mighty-dungeons.com,0,0,4,49,1,247,0,1,Android||macOS||PC||iOS,Crescent Moon Games||Yohan Launay||Frederic Gaillard||Laylio Games,Adventure||RPG||Board Games||Casual||Indie,Crescent Moon Games||Laylio Games,Everyone 10+,2,48,0,0,0,0
10040,stellaris,Stellaris,78,5/8/2016,FALSE,9/17/2020 9:24,http://www.stellarisgame.com,4.25,4,12,228,421,402,0,428,Linux||PC||Nintendo Switch||macOS,Paradox Development Studio,Strategy||Simulation,Paradox Interactive,,125,1983,113,43,156,121
100400,verger-pico-8-prototype,Verger *PICO-8 prototype*,,3/12/2018,FALSE,8/28/2019 23:25,,0,0,0,0,0,103,0,0,Web,-hexcavator-,Action||Adventure||RPG,,,0,0,0,0,0,0
100401,after-the-future,After the Future,,8/13/2018,FALSE,8/28/2019 23:25,,0,0,0,0,0,82,0,0,Web,Bichodust,Puzzle,,,0,0,0,0,0,0
100402,granny-games-margie,Granny Games - Margie,,8/4/2016,FALSE,1/9/2019 12:41,,0,0,0,0,0,35,0,0,PC||macOS||Linux||Web,Fring Frang,Simulation,,,0,0,0,0,0,0
100403,spirit-of-the-sky,Spirit of the Sky,,3/11/2015,FALSE,1/9/2019 12:41,,0,0,0,0,0,65,0,0,PC,ToothandClaw,Adventure,,,0,0,0,0,0,0
100404,wolfenstein-3d-vr-primd,Wolfenstein 3D VR (PrIMD),,3/8/2015,FALSE,1/9/2019 12:41,,0,0,0,0,1,139,0,1,PC,PrIMD,Shooter,,,0,0,0,0,1,0
100405,dead-pixel,Dead Pixel,,9/15/2016,FALSE,8/28/2019 23:25,,0,0,0,0,0,16,0,0,PC,David Jagneaux,Platformer,,,0,0,0,0,0,0
100406,the-grim-puzzler-alpha,The Grim Puzzler (Alpha),,5/27/2016,FALSE,1/9/2019 12:41,,0,0,0,0,0,187,0,0,PC,Ingenious_Games,Platformer,,,0,0,0,0,0,0
100407,30-kilowatt-hours-left,30 Kilowatt Hours Left,,6/19/2017,FALSE,1/9/2019 12:41,,0,0,0,0,0,70,0,0,PC||macOS||Linux,Tofu Sheets Visual,,,,0,0,0,0,0,0
100408,fiends-and-friends,Fiends and Friends,,1/13/2017,FALSE,1/9/2019 12:41,,0,0,0,0,0,122,0,0,PC,Natalie,,,,0,0,0,0,0,0
100409,dels-doodles-jigsaw-puzzle-fractal-mandala-13,Del's Doodles Jigsaw Puzzle: Fractal Mandala 13,,11/1/2017,FALSE,1/9/2019 12:41,,0,0,0,0,0,42,0,0,Web,Screwy Lightbulb,Puzzle,,,0,0,0,0,0,0
10041,the-great-whale-road,The Great Whale Road,61,3/30/2017,FALSE,8/28/2019 22:14,http://www.the-great-whale-road.com/,0,0,6,0,1,452,0,1,PC||Linux||macOS,Sunburned Games,Adventure||RPG||Strategy||Simulation||Indie,Sunburned Games,,1,19,0,0,0,0
100410,illusionists-fate,Illusionist's Fate,,4/4/2015,FALSE,1/9/2019 12:41,,0,0,0,0,0,16,0,0,Web,mellenka,Adventure,,,0,0,0,0,0,0
100411,turning-point-itch,Turning Point (itch),,6/1/2015,FALSE,1/9/2019 12:41,,0,0,0,0,0,48,0,0,PC||Android,GingerCrab,Puzzle,,,0,0,0,0,0,0
100412,neoteria-itch,Neoteria (itch),,7/3/2018,FALSE,1/9/2019 12:41,,0,0,0,0,0,224,0,0,PC||macOS||Linux,Orangepixel,Shooter,,,0,0,0,0,0,0
100413,beet-boy,Beet Boy,,4/24/2018,FALSE,1/9/2019 12:41,,0,0,0,0,0,102,0,0,Web,All Night,Platformer,,,0,0,0,0,0,0
100414,nova-111-itch,Nova-111 (itch),,8/4/2017,FALSE,1/9/2019 12:41,,0,0,0,0,0,134,0,0,PC||macOS,Funktronic Labs,Strategy,,,0,0,0,0,0,0
100415,break-the-targets-itch,Break The Targets (itch),,10/25/2017,FALSE,1/9/2019 12:41,,0,0,0,0,0,172,0,0,Android,Qual,Platformer,,,0,0,0,0,0,0
100416,silent-hill-25-fangame,Silent Hill 2.5 fangame,,10/21/2015,FALSE,1/9/2019 12:41,,0,0,0,0,1,260,0,1,PC,s5zone,Action,,,0,0,0,0,0,0
100417,mission-galaza-demo,Mission: GALAZA [demo],,9/1/2015,FALSE,1/9/2019 12:41,,0,0,0,0,0,213,0,0,PC,CHV'OK Studio,Shooter,,,0,0,0,0,0,0
100418,tribe-of-the-giant,Tribe of the Giant,,8/25/2014,FALSE,1/9/2019 12:41,,0,0,0,0,0,84,0,0,,Merlijn Van Holder,Adventure,,,0,0,0,0,0,0
100419,ersatz-itch,ERSATZ (itch),,10/18/2017,FALSE,1/9/2019 12:41,,0,0,0,0,0,288,0,0,PC||macOS||Linux,ALL iN,Action||Platformer,,,0,0,0,0,0,0
10042,porradaria-2-pagode-of-the-night,Porradaria 2: Pagode of the Night,,3/8/2016,FALSE,9/17/2019 13:19,http://cleanwatersoft.com,0,0,4,17,4,344,0,4,Linux||PC,CleanWaterSoft,Action||Adventure||Indie,CleanWaterSoft,,1,77,0,0,0,0
100420,freaking-meatbags-itch,Freaking Meatbags (itch),,1/27/2016,FALSE,1/9/2019 12:41,,0,0,0,0,0,193,0,0,PC,Plug In Digital,Action||Strategy,,,0,0,0,0,0,0
100421,carpe-diem-reboot-itch,Carpe Diem: Reboot (itch),,5/21/2016,FALSE,1/9/2019 12:41,,0,0,0,0,0,228,0,0,PC,Eyzi,RPG,,,0,0,0,0,0,0
100422,oversomnia,Oversomnia,,6/25/2018,FALSE,1/9/2019 12:41,,0,0,0,0,0,73,0,0,PC,Wambysock,,,,0,0,0,0,0,0
100423,froot-loot,FROOT LOOT,,7/2/2018,FALSE,1/9/2019 12:41,,0,0,0,0,0,24,0,0,Web,GameDevsQuest,Action||Platformer,,,0,0,0,0,0,0
100424,unicorn-dungeon-itch,Unicorn Dungeon (itch),,5/25/2018,FALSE,1/9/2019 12:41,,0,0,0,0,0,170,0,0,PC||Linux,Stand Off Software,Adventure||Puzzle,,,0,0,0,0,0,0
100425,crillion,Crillion,,1/6/2017,FALSE,1/9/2019 12:41,,0,0,0,0,0,138,0,0,Web,gnbn,Puzzle,,,0,0,0,0,0,0
100426,tiny-worlds-in-flasks,Tiny Worlds in Flasks,,4/23/2017,FALSE,1/9/2019 12:41,,0,0,0,0,0,28,0,0,PC||Web,Fi Silva,Simulation,,,0,0,0,0,0,0
100427,conquest-itch,Conquest (itch),,11/16/2014,FALSE,1/9/2019 12:41,,0,0,0,0,0,47,0,0,PC||macOS,Outlands,,,,0,0,0,0,0,0
100428,to-the-death,To The Death,,3/31/2016,FALSE,8/28/2019 23:28,,0,0,0,0,0,106,0,0,PC,SAE Brisbane Games,Platformer,,,0,0,0,0,0,0
100429,slow-growing,Slow Growing,,8/20/2017,FALSE,8/28/2019 23:25,,0,0,0,0,0,2,0,0,Web,Ebeth,,,,0,0,0,0,0,0
10043,serious-sam-vr-the-second-encounter,Serious Sam VR: The Second Encounter,,4/4/2017,FALSE,9/17/2020 6:05,http://www.croteam.com,3.67,5,1,28,6,477,0,6,Linux||PC,Croteam,Action||Indie,Devolver Digital||Croteam,Mature,10,105,2,1,4,0
100430,the-loot-cave,The loot cave,,5/30/2016,FALSE,8/28/2019 23:25,,0,0,0,0,0,52,0,0,Web,misato,Shooter,,,0,0,0,0,0,0
100431,the-lost-beans,The Lost Beans,,7/28/2018,FALSE,1/9/2019 12:41,,0,0,0,0,0,65,0,0,Web,dollarone,Platformer,,,0,0,0,0,0,0
100432,switchshot,SwitchShot,,4/7/2017,FALSE,1/9/2019 12:41,,0,0,0,0,0,152,0,0,PC,teammooni,Shooter,,,0,0,0,0,0,0
100433,medieval-steve-demo,Medieval Steve - DEMO,,2/10/2017,FALSE,1/9/2019 12:41,,0,0,0,0,0,433,0,0,PC,JforthDesigns,Platformer,,,0,0,0,0,0,0
100434,barbacterias-odyssey,Barbacteria's Odyssey,,4/10/2017,FALSE,1/9/2019 12:41,,0,0,0,0,0,130,0,0,PC,IDK Games,Shooter,,,0,1,0,0,0,0
100435,bff,B.F.F.,,7/16/2017,FALSE,1/9/2019 12:41,,0,0,0,0,0,86,0,0,PC,MrMortal,Action,,,0,0,0,0,0,0
100436,glitche,Glitche,,7/19/2017,FALSE,1/9/2019 12:41,,0,0,0,0,0,114,0,0,PC||macOS||Linux,Dani Jerez,Platformer,,,0,0,0,0,0,0
100437,spookycellar,SpookyCellar,,1/26/2018,FALSE,1/9/2019 12:41,,0,0,0,0,0,242,0,0,PC,Bros Before Giraffes,,,,0,0,0,0,0,0
100438,bgs-kickstarter-game-pack,BGS Kickstarter Game Pack,,7/9/2015,FALSE,1/9/2019 12:41,,0,0,0,0,0,60,0,0,PC,Buffalo Game Space,,,,0,0,0,0,0,0
100439,phobos-gate,Phobos Gate,,8/21/2018,FALSE,1/9/2019 12:41,,0,0,0,0,0,106,0,0,Web,Circa1998,,,,0,0,0,0,0,0
10044,serious-sam-vr-the-first-encounter,Serious Sam VR: The First Encounter,,3/30/2017,FALSE,9/17/2019 11:44,http://www.croteam.com,3.67,4,1,26,12,318,0,12,PC||Linux,Croteam,Action||Indie,Devolver Digital||Croteam,,6,130,3,1,5,3
100440,headstuck,HEADSTUCK,,12/5/2017,FALSE,1/9/2019 12:41,,0,0,0,0,0,21,0,0,Web,fullmontis,,,,0,0,0,0,0,0
100441,mechanic-escape-itch,Mechanic Escape (itch),,1/27/2016,FALSE,1/9/2019 12:41,,0,0,0,0,0,242,0,0,PC||macOS,Plug In Digital,Platformer,,,0,0,0,0,0,0
100442,cumanbins,Cumanbins,,7/18/2015,FALSE,1/9/2019 12:41,,0,0,0,0,0,84,0,0,PC||macOS,cumanbins,Puzzle,,,0,0,0,0,0,0
100443,life-a-whovian-adventure-game,LIFE - A Whovian Adventure Game,,4/8/2018,FALSE,8/28/2019 23:25,,0,0,0,0,0,142,0,0,PC,Jubal Barca,Adventure||Puzzle,,,0,0,0,0,0,0
100444,conflicks-revolutionary-space-battles-2,Conflicks: Revolutionary Space Battles,,2/12/2016,FALSE,1/9/2019 12:41,,0,0,0,0,0,231,0,0,PC,Plug In Digital,Action||Strategy,,,0,0,0,0,0,0
100445,kung-fu-volleyball,Kung Fu Volleyball,,1/18/2014,FALSE,8/23/2019 11:27,,0,0,0,0,0,36,0,0,PC||macOS,KO_OP,Sports,,,0,0,0,0,0,0
100447,medusas-garden,Medusa's Garden,,7/17/2017,FALSE,1/9/2019 12:41,,0,0,0,0,0,78,0,0,PC||macOS,PityParty,Puzzle,,,0,0,0,0,0,0
100448,traveling-bacon,Traveling Bacon,,7/20/2015,FALSE,1/9/2019 12:41,,0,0,0,0,0,14,0,0,PC||macOS||Linux,lateleafgames,Puzzle,,,0,0,0,0,0,0
100449,magic-technology-itch,Magic Technology (itch),,8/20/2018,FALSE,1/9/2019 12:41,,0,0,0,0,0,424,0,0,PC,VulkanoForge,RPG||Strategy,,,0,0,0,0,0,0
10045,techwars-online-2,Techwars Online 2,,3/23/2017,FALSE,9/17/2019 12:27,,0,0,2,50,4,323,0,4,PC,Argus Games||IGP||Promo trade toys,Action||Strategy||Massively Multiplayer||Indie,Argus Games||IGP||Promo trade toys,,1,104,1,0,0,1
100450,toby-the-secret-mine-itch,Toby: The Secret Mine (itch),,12/7/2015,FALSE,1/9/2019 12:41,,0,0,0,0,0,302,0,0,PC||macOS||Linux,LukasNavratil,Platformer,,,0,0,0,0,0,0
100451,firefly-gun,FIREFLY GUN !,,4/23/2015,FALSE,8/28/2019 23:25,,0,0,0,0,0,14,0,0,Web,Travis Root,Adventure,,,0,0,0,0,0,0
100452,i-am-fear,I Am Fear,,7/14/2015,FALSE,1/9/2019 12:41,,0,0,0,0,0,141,0,0,PC,RisingPixel,,,,0,0,0,0,0,0
100453,invaders-the-resurrection,Invaders The Resurrection,,2/23/2017,FALSE,8/28/2019 23:25,,0,0,0,0,0,92,0,0,PC,Luca Anzalone Dev,Shooter,,,0,0,0,0,0,0
